Event_ID,Source,Date,Time,Flight_Number,Orig,Dest,Fleet,Ship_Number,EDR_EQUIP,EDR_Min,EDR_Peak,Location,Turb_Level,G_Load,,Injury_1,Recordable_1,OSHA_1,Injury_2,Recordable_2,OSHA_2,Injury_3,Recordable_3,OSHA_3,Injury_4,Recordable_4,OSHA_4,Injury_5,Recordable_5,OSHA_5,Injury_6,Recordable_6,OSHA_6,Altitude,Flight_Phase,P1,P2,P3,P3A,P4,P5,P6,Comments
TRB17078,F-FSR,12-Feb-17,,2064,SDF,ATL,320,3234,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17079,F-FSR,13-Feb-17,,728,ATL,EWR,M88,961,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17080,STARS,15-Feb-17,,1662,SAN,ATL,,177,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,390,,,,,,,,,
TRB17081,STARS,15-Feb-17,,1726,,,,690,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17082,"F-FSR,F-ASAP",15-Feb-17,,1726,FLL,ATL,757,690,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17083,"STARS,F-FSR,F-ASAP",16-Feb-17,,418,JFK,MXP,330,3315,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17084,"F-FSR,F-ASAP",18-Feb-17,,38,HKG,SEA,330,3354,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17085,F-FSR,18-Feb-17,,150,LIM,ATL,764,1807,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17086,"F-FSR,F-ASAP",19-Feb-17,,83,CDG,ATL,777,7109,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17087,"FACTS Survey,F-FSR,F-ASAP",19-Feb-17,,2257,SLC,LAS,737,3714,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,Y,,,,,
TRB17088,F-FSR,19-Feb-17,,2384,ATL,FLL,737,3801,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17089,F-FSR,21-Feb-17,,38,HKG,SEA,330,3360,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17090,"F-FSR,F-ASAP",21-Feb-17,,1560,ATL,VPS,717,9542,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17091,FACTS Survey,21-Feb-17,,1918,SNA,ATL,757,6717,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17092,P-ASAP,21-Feb-17,,1981,MSP,SLC,737,3825,,,,,2,,,0,,,,,,,,,,,,,,,,,,9000,Approach,2,Y|Y,Y|Y,,Y,Y,,
TRB17094,STARS,22-Feb-17,,6,HND,LAX,777,7001,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17095,F-ASAP,24-Feb-17,,659,MSP,PHL,M90,9257,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17096,"P-FSR,F-FSR",24-Feb-17,,2318,SMF,ATL,737,3815,,,,,2,,,0,,,,,,,,,,,,,,,,,,14000,Descent,2,,,,,,Y,
TRB17097,"F-FSR,F-ASAP",19-Feb-17,,2406,SLC,SAT,319,3160,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17098,FACTS Survey,19-Feb-17,,2571,JFK,SJU,737,3727,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17099,"FACTS Survey,F-FSR,F-ASAP",20-Feb-17,,2223,ATL,SFO,737,3837,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17100,FACTS Survey,20-Feb-17,,2579,SLC,SFO,320,3229,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17101,"STARS,F-FSR",21-Feb-17,,38,HKG,SEA,330,3360,,,,,0,,,FA,Y,,,,,,,,,,,,,,,,,Inconclusive,,,,,,,,,
TRB17102,FACTS Survey,21-Feb-17,,1059,BOS,MSP,320,3212,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,Y,,,,,
TRB17103,FACTS Survey,21-Feb-17,,1918,SNA,ATL,757,6717,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17104,"STARS,F-ASAP",22-Feb-17,,735,ATL,STX,737,3728,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17105,FACTS Survey,22-Feb-17,,2123,ATL,EYW,737,3610,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,Y,,,,,"Hard landing, not turbulence"
TRB17106,STARS,24-Feb-17,,105,ATL,GRU,330,3322,,,,,0|1,,,FA,Y,,,,,,,,,,,,,,,,,Inconclusive | 35000,Cruise,0|1,,,,,,,"The pilot only became aware of the potential injury because of a phone call to his house.  No one on the crew mentioned anything about an injury during the deplaning, clearing customs or the bus ride to the hotel."
TRB17107,STARS,25-Feb-17,,2318,SMF,ATL,737,3815,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,137 | 14000,Descent,2,,,,Y,,Y,
TRB17108,"F-FSR,F-ASAP",1-Mar-17,,708,DTW,BNA,717,9506,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17109,FACTS Survey,1-Mar-17,,1281,MEM,ATL,M88,9020,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17110,MetroTIR,5-Mar-17,,1865,SFO,ATL,757,6710,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17111,"P-ASAP,Log Page",5-Mar-17,,555,LAS,DTW,320,3266,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,
TRB17112,"STARS,F-FSR,F-ASAP",5-Mar-17,,1793,MSP,TUS,M90,9212,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17113,"P-FSR,F-FSR,P-ASAP,F-ASAP",6-Mar-17,06MAR170208,923,ATL,DEN,M90,9204,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
TRB17114,"P-FSR,P-ASAP",7-Mar-17,07MAR171500,707,MSP,ORD,M90,9258,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,2,Y,Y,,,Y,,
TRB17115,"STARS,F-FSR,F-ASAP",7-Mar-17,,1340,SLC,MSP,737,3869,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17116,"STARS,F-FSR",8-Mar-17,,1845,DTW,LAX,737,3756,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17117,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",9-Mar-17,09MAR171030,60,GIG,ATL,767,1703,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,17000,Descent,2,,Y,,,,,
TRB17118,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",9-Mar-17,09MAR170945,110,EZE,ATL,330,3321,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,12000,Descent,,,Y,,,N,,
TRB17119,"F-FSR,F-ASAP,MetroTIR",9-Mar-17,,852,DTW,ATL,319,3139,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17120,MetroTIR,10-Mar-17,,1852,SLC,DEN,319,3127,,,,,,,,0,,,,,,,,,,,,,,,,,,,Descent,,,,,,,,
TRB17121,"FACTS Survey,P-ASAP,MetroTIR",11-Mar-17,11MAR172200,25,ATL,MIA,321,3004,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,33000,Cruise,2,,Y,,,,,
TRB17122,"F-FSR,F-ASAP",11-Mar-17,,185,LAX,PVG,777,7006,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17130,F-ASAP,10-Mar-17,,1325,MSY,LAX,319,3130,,,,,3|2|1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17132,"STARS,MetroTIR",12-Mar-17,,185,LAX,PVG,777,7006,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17133,STARS,13-Mar-17,,14,SLC,ATL,737,3825,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17134,"F-FSR,F-ASAP",13-Mar-17,,15,ATL,SLC,737,3747,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17136,"F-FSR,F-ASAP",13-Mar-17,,1107,ATL,SEA,757,698,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17137,"STARS,FACTS Survey,F-ASAP",13-Mar-17,,1704,FLL,DTW,737,3805,,,,,1,,,FA,Y,,,,,,,,,,,,,,,,,349,Cruise,,,Y,,,,,
TRB17138,"F-FSR,F-ASAP",15-Mar-17,,1211,SLC,LAX,757,6700,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17139,FACTS Survey,15-Mar-17,,2447,FLL,DTW,737,3830,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17140,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP",15-Mar-17,15MAR171255,2638,ATL,DCA,321,3007,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Descent,2,Y,Y,,N,N,,
TRB17141,"P-ASAP,F-ASAP,MetroTIR",17-Mar-17,17MAR171017,94,NGO,DTW,330,3353,,,,,2|2|2,,,FA,Y | N,,,,,,,,,,,,,,,,,390,Cruise,2|2|2,,Y|Y,,,,,
TRB17142,STARS,19-Mar-17,,2408,ATL,JAX,737,3864,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17143,"F-FSR,F-ASAP",22-Mar-17,,2195,PHX,SLC,320,3240,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17145,"P-FSR,P-ASAP",23-Mar-17,,2083,ATL,PDX,737,3873,,,,,2,,,FA,,,,,,,,,,,,,,,,,,340,Cruise,2,Y,Y,,Y,Y,,
TRB17146,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",23-Mar-17,,2302,ATL,EGE,757,683,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,22000,Descent,2,Y,Y,,Y,Y,,
TRB17147,FACTS Survey,24-Mar-17,,599,HNL,FUK,767,195,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17149,FACTS Survey,24-Mar-17,,2669,LGA,BOS,717,9507,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17150,STARS,24-Mar-17,,919,SXM,ATL,757,674,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17151,"F-FSR,F-ASAP",26-Mar-17,,69,PDX,NRT,767,1502,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17152,"STARS,F-ASAP",26-Mar-17,,75,AMS,ATL,330,3319,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17153,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP",28-Mar-17,,743,DCA,DTW,737,3720,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,2,,Y,,,,,
TRB17154,"F-FSR,F-ASAP",29-Mar-17,,167,NRT,SIN,767,172,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17155,FACTS Survey,29-Mar-17,,1775,ATL,SFO,757,5655,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17156,"P-FSR,P-ASAP,Log Page",29-Mar-17,,1868,AUS,ATL,757,682,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
TRB17157,"FACTS Survey,P-FSR,F-FSR,F-ASAP,MetroTIR",30-Mar-17,,146,SCL,ATL,767,175,,0.16,0.42,,3,,,FA,N,,,,,,,,,,,,,,,,,FL280-FL240,Cruise|Descent|Descent,,,Y,,,,,
TRB17158,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",30-Mar-17,,1601,LAX,SLC,757,5652,,,,,,,,0,,,,,,,,,,,,,,,,,,37000,Cruise,,Y,Y,,,N,,
TRB17159,"F-FSR,P-ASAP,F-ASAP",30-Mar-17,,2262,LAX,JFK,767,197,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17160,"F-FSR,F-ASAP",31-Mar-17,,146,SCL,ATL,767,175,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17161,"F-FSR,F-ASAP",2-Apr-17,,2255,ATL,LAX,757,6707,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17162,"STARS,MetroTIR",14-Mar-17,,1588,SEA,ATL,757,697,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17163,"STARS,MetroTIR",15-Mar-17,,54,ATL,LOS,767,1608,,0.24,0.1,,,,,FA,Y,,,,,,,,,,,,,,,,,34000,Cruise,,,,,,,,
TRB17164,"STARS,MetroTIR",23-Mar-17,,7,LAX,HND,777,7003,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,38000,Cruise,,,,,,,,
TRB17165,STARS,1-Apr-17,,457,JFK,NAS,M88,975,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17166,STARS,2-Apr-17,,470,SFO,JFK,767,187,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17167,"STARS,F-FSR,F-ASAP",2-Apr-17,,2255,ATL,LAX,757,6707,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17168,MetroTIR,3-Apr-17,,1712,TPA,MSP,M90,9256,,,,,,,,0,,,,,,,,,,,,,,,,,,28000,Cruise,,,,,,,,
TRB17169,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,Log Page,MetroTIR",4-Apr-17,,16,MCO,DTW,757,5801,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,16000,Cruise|Cruise|Cruise|Climb,3,Y|Y,Y|Y|Y|Y|Y,,Y|Y,Y|Y,,
TRB17170,FACTS Survey,4-Apr-17,,108,ATL,MAD,764,1812,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17171,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",4-Apr-17,,484,JFK,AUA,737,3759,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,35000,Cruise,2,,N|N,,,,,
TRB17172,"F-FSR,F-ASAP",5-Apr-17,,83,CDG,ATL,330,3320,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17173,"P-FSR,P-ASAP,MetroTIR",5-Apr-17,,843,ATL,JFK,737,3808,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
TRB17174,"F-FSR,F-ASAP",5-Apr-17,,1283,HNL,LAX,767,189,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17175,"FACTS Survey,P-FSR,P-ASAP",5-Apr-17,,1959,DTW,TPA,757,695,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,39000,Cruise,1,Y,Y|Y|Y,,Y,Y,,
TRB17176,FACTS Survey,6-Apr-17,,45,DUB,JFK,764,1811,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17177,"F-FSR,F-ASAP",6-Apr-17,,2324,JFK,FLL,320,3226,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17178,"F-FSR,F-ASAP",7-Apr-17,,39,DTW,SEA,737,3839,,,,,3,,,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17179,MetroTIR,7-Apr-17,,470,SFO,JFK,767,187,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17180,MetroTIR,7-Apr-17,,1453,LAX,ATL,767,1402,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17181,FACTS Survey,8-Apr-17,,405,CDG,JFK,777,7004,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17182,FACTS Survey,9-Apr-17,,296,PVG,NRT,767,198,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17183,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",9-Apr-17,,1421,LAX,MSP,737,3704,,0.12,0.28,,2,,,FA,N,,,,,,,,,,,,,,,,,FL350-FL370,Cruise,2,,Y|Y,,,,,
TRB17184,STARS,9-Apr-17,,2519,DTW,FLL,757,5805,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17185,"FACTS Survey,MetroTIR",11-Apr-17,,470,SFO,JFK,767,1504,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise|Cruise,,,N,,,,,
TRB17186,"FACTS Survey,MetroTIR",11-Apr-17,,1194,PDX,SLC,737,3846,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent|Descent,,,Y,,,,,
TRB17187,"FACTS Survey,F-FSR,P-ASAP,F-ASAP,MetroTIR",11-Apr-17,,1880,BOS,ATL,321,3004,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,28000,Cruise,1,Y,Y|Y,,,,,
TRB17188,"FACTS Survey,MetroTIR",12-Apr-17,,783,SLC,DEN,319,3126,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,Y,,,,,
TRB17189,"FACTS Survey,F-FSR,F-ASAP",15-Apr-17,,129,SEA,PEK,767,185,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17190,"P-FSR,MetroTIR",16-Apr-17,,1429,ATL,SJC,737,3713,,,,,3,,,0,,,,,,,,,,,,,,,,,,360,Cruise,3,Y,Y,,N,,,
TRB17191,STARS,16-Apr-17,,38,HKG,SEA,330,3357,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17192,STARS,16-Apr-17,,201,JNB,ATL,777,7105,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17193,"STARS,F-FSR",16-Apr-17,,405,CDG,JFK,777,7004,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17194,STARS,16-Apr-17,,455,JFK,PLS,737,3761,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17195,"F-FSR,F-ASAP",16-Apr-17,,862,PLS,JFK,737,3761,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17196,STARS,18-Apr-17,,229,CDG,CVG,767,177,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17197,"STARS,F-FSR,F-ASAP",18-Apr-17,,791,MSP,BOI,717,9589,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17198,"F-FSR,F-ASAP",18-Apr-17,,1226,RSW,ATL,321,3016,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17199,F-FSR,18-Apr-17,,1932,LAS,DTW,737,3834,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17200,STARS,19-Apr-17,,15,FRA,ATL,764,1805,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17201,F-ASAP,19-Apr-17,,186,PVG,LAX,777,7102,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17202,"FACTS Survey,P-FSR,P-ASAP,MetroTIR",19-Apr-17,,695,BZE,ATL,320,3228,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,35000,Climb|Cruise,2,Y,N|Y,,Y,Y,,
TRB17203,F-ASAP,20-Apr-17,,47,AMS,JFK,767,193,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17204,F-ASAP,20-Apr-17,,213,ATH,JFK,764,1806,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17205,F-FSR,20-Apr-17,,885,GRR,ATL,717,9559,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17206,"STARS,F-ASAP",21-Apr-17,,139,AMS,DTW,330,3356,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17207,"STARS,F-ASAP",21-Apr-17,,738,DTW,AUS,319,3134,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17208,FACTS Survey,22-Apr-17,,2349,ATL,DCA,321,3003,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,Final Approach|Final,,,Y|Y,,,,,
TRB17209,"F-FSR,F-ASAP",24-Apr-17,,177,DUB,ATL,330,3324,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17210,"FACTS Survey,P-FSR,P-ASAP,MetroTIR",24-Apr-17,,799,SLC,AUS,319,3130,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,310,Cruise|Cruise|Cruise|Cruise,2,Y,Y|Y|Y|Y,,N,N,,
TRB17212,"STARS,FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",25-Apr-17,,55,LOS,ATL,767,1607,,.24 | 0.24,.54 | 0.54,,2,,,FA,N,,FA,N,,,,,,,,,,,,,,32000,Cruise,2,,Y,,,Y,,
TRB17213,FACTS Survey,25-Apr-17,,579,HNL,NRT,767,1506,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17214,FACTS Survey,25-Apr-17,,612,NGO,HNL,767,1506,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,,,,,,
TRB17215,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP",25-Apr-17,,1992,LGA,ATL,320,3230,,,,FLASK,2,,,FA,Y,,,,,,,,,,,,,,,,,34000 | 360,Cruise,2,Y,,,,,,
TRB17216,FACTS Survey,26-Apr-17,,104,GRU,ATL,330,3326,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17217,FACTS Survey,26-Apr-17,,579,HNL,NRT,767,196,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17218,STARS,26-Apr-17,,612,NGO,HNL,767,1506,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17219,FACTS Survey,26-Apr-17,,670,PIT,MSP,M90,9259,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17220,"STARS,FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP",26-Apr-17,,1210,MSP,STL,737,3732,,.12 |.30,,RST,2,,,FA,Y,,,,,,,,,,,,,,,,,27000,Cruise,2,Y,Y,,N,N,,
TRB17221,STARS,27-Apr-17,,104,GRU,ATL,330,3326,,,,POPTI,1,,,FA,Y,,,,,,,,,,,,,,,,,340,,,,,,,,,
TRB17222,FACTS Survey,27-Apr-17,,160,MSP,AMS,330,3308,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17223,STARS,27-Apr-17,,392,PTY,ATL,737,3768,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17224,FACTS Survey,28-Apr-17,,576,NRT,HNL,747,6314,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17225,"F-FSR,F-ASAP",28-Apr-17,,996,ATL,DEN,757,5653,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17226,FACTS Survey,28-Apr-17,,1830,SLC,JFK,737,3821,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17227,FACTS Survey,28-Apr-17,,1875,LGA,TPA,M90,9234,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,Y,,,,,
TRB17228,FACTS Survey,28-Apr-17,,2082,SLC,ATL,321,3013,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17229,"FACTS Survey,P-FSR,P-ASAP",28-Apr-17,,2755,SFO,LAX,717,9515,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE,Cruise,,,Y,,,,,
TRB17230,F-FSR,28-Apr-17,,2756,SFO,LAX,717,9584,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17231,"F-FSR,F-ASAP",28-Apr-17,,2761,SFO,LAX,717,9515,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17232,"P-FSR,Log Page,MetroTIR",29-Apr-17,,165,AMS,MSP,330,3328,,,,,3,,,0,,,,,,,,,,,,,,,,,,24000,Descent,3,,Y,,,,,
TRB17233,"P-FSR,P-ASAP,F-ASAP,Log Page",29-Apr-17,,797,ATL,STL,M90,9218,,,,,2,,,0,,,,,,,,,,,,,,,,,,16000,Descent,2,Y,Y,,Y,Y,,
TRB17234,FACTS Survey,29-Apr-17,,1196,LAX,OGG,757,5639,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent|Descent|Desc,,,Y,,,,,
TRB17235,"F-FSR,F-ASAP,MetroTIR",29-Apr-17,,2517,DTW,MCO,757,5651,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,Descent,,,,,,,,
TRB17236,FACTS Survey,29-Apr-17,,2880,MCO,DTW,757,5638,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17237,"FACTS Survey,P-FSR,P-ASAP",30-Apr-17,,2082,SLC,ATL,321,3003,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,31000 | INCONCLUSIVE,Cruise,2,,Y,,,,,
TRB17238,"STARS,F-FSR,F-ASAP,MetroTIR",30-Apr-17,,2147,ATL,PNS,757,627,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE,Descent,,,,,,,,
TRB17239,"STARS,FACTS Survey",1-May-17,,150,LIM,ATL,764,1812,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17240,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",2-May-17,,118,BOS,CDG,767,1604,,0.76,0.36,,2 | 3|2,,,0,,,,,,,,,,,,,,,,,,090-140,Climb,,,Y,,,,,
TRB17241,"F-FSR,F-ASAP",3-May-17,,1267,TPA,JFK,717,9576,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17242,"FACTS Survey,F-FSR,F-ASAP",3-May-17,,2152,ATL,SLC,757,6714,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17243,FACTS Survey,3-May-17,,2564,PBI,ATL,319,3142,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17244,FACTS Survey,4-May-17,,708,TLH,ATL,717,9589,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,Y,,,,,
