Event_ID,Source,Date,Time,Flight_Number,Orig,Dest,Fleet,Ship_Number,EDR_EQUIP,EDR_Min,EDR_Peak,Location,Turb_Level,G_Load,,Injury_1,Recordable_1,OSHA_1,Injury_2,Recordable_2,OSHA_2,Injury_3,Recordable_3,OSHA_3,Injury_4,Recordable_4,OSHA_4,Injury_5,Recordable_5,OSHA_5,Injury_6,Recordable_6,OSHA_6,Altitude,Flight_Phase,P1,P2,P3,P3A,P4,P5,P6,Comments
TRB16102,"STARS, SRS",7-Sep-16,,2499,SLC,MSP,320,3238,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,DESCENT,,,,,,,,
TRB16103,STARS,7-Sep-16,,2624,IND,MSP,319,3120,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,No SRS,,,,,,,,Unexpected turbulence
TRB16104,"STARS, SRS",8-Sep-16,,0622,NRT,PDX,767,1703,,0.12,0.16,,2,,,FA,N,,,,,,,,,,,,,,,,,32000,Cruise,2,,Y,,Y,3-5 min,,
TRB16105,"STAR, SRS",8-Sep-16,,0186,PVG,LAX,777,7101,,,,20W OF PABBA | 20 miles West of PABBA fix,2,,-0.13671875(0.324174238774647),FA,N,,,,,,,,,,,,,,,,,330 | 33000,Cruise,2,Y,Y,,,,,Unexpected turbulence
TRB16106,STARS,10-Sep-16,,0110,ATL,LAX,757,0698,,,,,1 | SMOOTH,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16107,STARS,11-Sep-16,,0028,ATL,LHR,764,1814,,0.08,0.12,,1 | LT CHOP,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16108,"STARS, SRS",12-Sep-16,,1669,ATL,MCO,757,0659,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,Unexpected turbulence
TRB16109,"STARS, SRS",12-Sep-16,,1064,MCO,ATL,321,3003,,,,33.537059790832/-84.2952781817226,1,1.33984375,0.5546875(0.199924475894063),FA,N,,,,,,,,,,,,,,,,,11576.276,Descent,1,,,,,,,Were in process of securing galley | FOQA flight record 6067042.
TRB16110,"STARS, SRS",12-Sep-16,,0549,ATL,SJU,737,3807,,,,18.4726/-66.2405 | 18.4725518620728/-66.2405372354589,1,1.24725 | 1.24725198745728,0.706959(0.141214) | 0.706959247589111(0.141214341724337),FA,N,,,,,,,,,,,,,,,,,3845.288,Descent,1,,,,,,,FOQA flight record 6067341.
TRB16111,STARS,13-Sep-16,,0023,MUC,DTW,764,1820,,,,42.3538/-83.2577 | 42.3538283785214/-83.2577164876238,1,1.1478 | 1.14779649265894,0.834088(0.111629) | 0.834087806400632(0.111628549876612),FA,N,,,,,,,,,,,,,,,,,2980.341,Approach,1,,,,,,,FOQA flight record 6076086.
TRB16112,,13-Sep-16,,29,LHR,ATL,764,1821,,,,55.8647/-14.526 | 55.8647337840725/-14.5259793348902,1,1.22665 | 1.22664737701416,0.649724(0.142249) | 0.64972448348999(0.142248955474914),FA,N,,,,,,,,,,,,,,,,,31951.61,Cruise,1,,,,,,,FOQA flight record 6074239.
TRB16113,PIREPS,14-Sep-16,,413,MSP,JFK,319,3149,,,,40.6732/-73.8547 | 40.6731897892862/-73.6570245490941,1,1.21485 | 1.21484684944153,0.707033(0.101685) | 0.707033038139343(0.101685196628452),FA,Y,,,,,,,,,,,,,,,,,12618.37,Descent,1,,,,,,,FOQA flight record 6075628.
TRB16114,,15-Sep-16,,609,GUM,NRT,757,6823,,,,35.0814/140.684 | 35.0813599124845/140.683589933232,3,1.34454 | 1.34454250335693,"""-0.0287483(0.382341)"" | -0.0287482738494873(0.382340992941287)",FA,Y,,,,,,,,,,,,,,,,,10626.233,Descent,3,,,,,,,FOQA flight record 6074422.
TRB16115,,17-Sep-16,,136,DTW,AMS,330,3353,,,,44.25/-81.6522 | 44.2499519267872/-81.6522012195259,3,1.47266 | 1.47265625,1.15625(0.325573) | 1.15625(0.32557348578796),FA,N,,FA,Y,,,,,,,,,,,,,,32324.939,Cruise,3,,,,,,,FOQA flight record 6085327.
TRB16116,,18-Sep-16,,198,ICN,SEA,767,1704,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,Non-FOQA aircraft.
TRB16118,,19-Sep-16,,1611,PHL,SLC,757,6814,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-FOQA aircraft.
TRB16119,,22-Sep-16,,836,HNL,ATL,330,3327,,,,21.2827265072611/-157.886378692285,1,1.19921875,0.8125(0.108258533406836),FA,N,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,
TRB16120,EDR,21-Sep-16,,829,BOS,MSP,737,3763,,0.28,0.48,44.8N/92W | 50miles E of MSP,2,,,FA,Y,,,,,,,,,,,,,,,,,17000,Descent,2,,,,,,,
TRB16121,,22-Sep-16,,57,AMS,SLC,767,0190,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,1,,Y,,,,,
TRB16122,,23-Sep-16,,2420,DCA,SLC,737,3767,,,,,1 | SMOOTH,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16123,DUTY PILOT,23-Sep-16,,1802,SLC,DEN,320,3266,,,,40.4N/105.6W | 60nm nw DEN | 40.3697014500887/-105.535245043458,2,1.667972922,0.699220478534698(0.299414812629638),FA,Y,,,,,,,,,,,,,,,,,210 | 19000,Descent,2,,Y,,Y,,,
TRB16124,,24-Sep-16,,1420,FLL,ATL,321,3010,,,,,3,,0.765625(0.165974477448253),FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16125,PIREPS,23-Sep-16,,1558,TPA,LAX,737,3751,,,,,1 | LGT CHOP,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16126,INTL SR TURNOVER LOG,25-Sep-16,,933,SLC,CUN,320,3211,,,,N OF CUN | OTOMO | 22.5080219017509/-87.4382496055914,2,2.187505484,-0.304688274860382(0.475341366586892),FA,Y,,FA,N,,FA,N,,FA,Y,,,,,,,,28000,Descent,2,,Y,,Y,,,
TRB16127,PIREPS/STARS,20-Sep-16,,284,NRT,LAX,777,7110,,,,E NRT,2 | MOD,,,FA,N,,FA,N,,,,,,,,,,,,,,,,,,,,,,,
TRB16128,,25-Sep-16,,1717,ORD,MSP,737,3760,,,,,,,,FA,N,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,
TRB16129,,28-Sep-16,,902,SJO,ATL,737,3608,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16131,,29-Sep-16,,2003,ATL,ROA,319,3170,,,,,,,0.621095299720764(0.236480564698101),FA,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
TRB16132,,30-Sep-16,,2186,ATL,LGA,M90,9204,,,,33.6327015463999/-84.2810830354805,2,1.188,0.7788(0.124771185844141),FA,,,,,,,,,,,,,,,,,,,,2,Y,Y,,N,,,
TRB16133,,2-Oct-16,,0950,,,M90,9206,,,,27.8914/-82.5459 | 27.8916874408173/-82.5458437886533,2,1.15 | 1.1506,.772 (.121) | 0.7568(0.121220942852362),FA,N,,,,,,,,,,,,,,,,,2014,Approach,2,,Y,,Y,,Y,
TRB16134,,2-Oct-16,,2369,,,737,3830,,,,33.6289/-84.4888 | 33.6288908263571/-84.4887822466915,1,1.165 | 1.19230699539185,.860 (.1) | 1.16483449935913(0.100117846377964),FA,,,,,,,,,,,,,,,,,,2616,Climb,,,Y,,,,Y,
TRB16135,Pilot ASAP,30-Sep-16,30SEP160030,325,ATL,SJO,737,3603,,,,Cuba,2,,,0,,,,,,,,,,,,,,,,,,,Cruise,2,,,,,,,
TRB16136,Pilot ASAP,16-Sep-16,16SEP161820,41,LAX,SYD,777,7101,,,,Near Sydney,,,,FA,,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB16137,Pilot ASAP,29-Sep-16,29SEP160843,472,GRU,JFK,763,175,,,,NOSID,,,,FA,,,,,,,,,,,,,,,,,,36000,Cruise,,,,,,,,
TRB16138,Pilot ASAP,25-Sep-16,25SEP162000,476,LAX,JFK,757,6813,,,,,2,,,FA,,,,,,,,,,,,,,,,,,39000,Cruise,2,Y,Y,,Y,,,
TRB16139,Pilot ASAP,24-Sep-16,24SEP160130,2514,ATL,MCO,321,3007,,,,20nw of MCO | 28.7487843863584/-81.767614472364,3,1.4375,0.94921875(0.129179513687188),PAX,,,,,,,,,,,,,,,,,,,Descent,3,Y,Y,,Y,,,
TRB16140,Pilot ASAP,23-Sep-16,23SEP160429,2577,SEA,ANC,737,3756,,,,YZT,,,,0,,,,,,,,,,,,,,,,,,40000,Cruise,,,,,,,,
TRB16141,Pilot ASAP,23-Sep-16,23SEP162100,1817,ATL,DEN,M88,9264,,,,2 mile final to 16L DEN,2,,,0,,,,,,,,,,,,,,,,,,700,Approach,2,,,,,,,Event took place right after takeoff
TRB16142,Pilot ASAP,23-Sep-16,23SEP162115,2329,ATL,SEA,737,3845,,,,YKM | 33.6662530003585/-84.3270068060448,2,1.251830578,0.999999523162842(0.107272734702455),0,,,,,,,,,,,,,,,,,,16000,Descent,2,,,,,,,
TRB16143,Pilot ASAP,22-Sep-16,22SEP162200,1629,SAT,TWF,319,3123,,,,TWF,,,,0,,,,,,,,,,,,,,,,,,7000,Descent,,,Y,,,,,
TRB16144,Pilot ASAP,22-Sep-16,22SEP160330,1801,SLC,SEA,737,3837,,,,YKM | 46.4794/-119.901 | 46.478769672827/-119.900796029635,3,1.70513 | 1.70512723922729,0.434523 (0.402764) | 0.434523105621338(0.404716997060548),0,,,,,,,,,,,,,,,,,,240 | 24000 | 24260.161,Cruise,3,Y,Y,,Y,,,FOQA flight record 6090316.
TRB16145,Pilot ASAP,22-Sep-16,22SEP162000,2375,SFO,GJT,737,3747,,,,,2,,,0,,,,,,,,,,,,,,,,,,4800,Descent,2,Y,Y,,Y,,,
TRB16146,Pilot ASAP,21-Sep-16,21SEP160420,1253,SLC,OAK,737,3715,,,,PPIG,2,,,0,,,,,,,,,,,,,,,,,,600,Climb,2,Y,Y,,Y,,,Event took place right after takeoff
TRB16147,Pilot ASAP,22-Sep-16,22SEP162320,596,MSP,SLC,320,3266,,,,Final for 34L SLC | 40.4580144191124/-112.051053353865,,0.832033336,0.54297012090683(0.207630418947939),0,,,,,,,,,,,,,,,,,,7000,Approach,,,,,,,,
TRB16148,Pilot ASAP,13-Sep-16,13SEP160120,2797,YYZ,SLC,319,3123,,,,ILS 16L SLC,,,,0,,,,,,,,,,,,,,,,,,4000,Approach,,,,,,,,
TRB16149,Pilot ASAP,21-Sep-16,21SEP160425,1557,SLC,SEA,737,3815,,,,40NM east PECOP | 41.6148/-113.366 | 41.614813470337/-113.365881110212,2,1.63874 | 1.63873529434204,0.553571 (0.285978) | 0.553570747375488(0.287030408478575),0,,,,,,,,,,,,,,,,,,335 | 33600 | 34353.606,Climb,2,Y,Y,,Y,,,FOQA flight record 6088242.
TRB16150,Pilot ASAP,21-Sep-16,21SEP160300,51,SLC,PDX,737,3837,,,,SID Departure | 40.9465929576747/-112.502866540487,,1.297618389,0.635988235473633(0.192771578088435),0,,,,,,,,,,,,,,,,,,10000,Climb,,,,,,,,
TRB16151,Pilot ASAP,18-Sep-16,18SEP160100,472,GRU,JFK,767,1706,,,,40NM north of GRU,1,,,0,,,,,,,,,,,,,,,,,,12000,Climb,1,,,,,,,
TRB16152,Pilot ASAP,18-Sep-16,18SEP161630,62,CVG,ATL,320,3240,,,,Navvy | 37.9459383948741/-85.8593705197083,,0.949221134,0.910158514976501(0.100730022833199),0,,,,,,,,,,,,,,,,,,9000,Descent,,,,,,,,
TRB16153,Pilot ASR,18-Sep-16,18SEP161400,1522,ATL,SDF,M88,983,,,,100nm south of sdf,,,,0,,,,,,,,,,,,,,,,,,25000,Descent,,,,,,,,
TRB16154,Pilot ASAP,18-Sep-16,18SEP162215,2084,STL,ATL,M90,9244,,,,andiy,,,,0,,,,,,,,,,,,,,,,,,7000,Approach,,,,,,,,
TRB16155,Pilot ASAP,18-Sep-16,18SEP161330,2217,JFK,SJU,737,3747,,,,WATERS,2,,,0,,,,,,,,,,,,,,,,,,39000,Cruise,2,Y,Y,,Y,,,
TRB16156,Pilot ASAP,17-Sep-16,17SEP160140,2815,JFK,SJU,737,3712,,,,,,,,0,,,,,,,,,,,,,,,,,,39000,Cruise,,,,,,,,
TRB16157,Pilot ASAP,13-Sep-16,13SEP160200,1611,PHL,SLC,757,6813,,,,SLC RWY 34L,2,,,0,,,,,,,,,,,,,,,,,,500,Approach,2,Y,Y,,Y,,,
TRB16158,Pilot ASAP,13-Sep-16,13SEP160115,115,ATL,SLC,737,3803,,,,10 NM final rwy 16R | 38.5399636498391/-105.724125670565,,1.272435188,0.848900318145751(0.113394902862063),0,,,,,,,,,,,,,,,,,,9000,Approach,,Y,Y,,N,,,
TRB16159,Pilot ASAP,13-Sep-16,13SEP160050,1839,LAS,DTW,737,3732,,,,polar intersection,,,,0,,,,,,,,,,,,,,,,,,9000,Descent,,,,,,,,
TRB16160,Pilot ASAP,10-Sep-16,10SEP162200,2434,LAX,BNA,319,3128,,,,35.4601692884985/-87.9486029579318,2,0.851564646,0.417969793081284(0.309429040552114),FA,,,,,,,,,,,,,,,,,,15000,Descent,2,,,,,,,
TRB16161,Pilot ASAP,8-Sep-16,8SEP161358,484,JFK,AUA,737,3725,,,,5mi N of Savon,,,,0,,,,,,,,,,,,,,,,,,35000,Cruise,,,,,,,,
TRB16162,Pilot ASAP,6-Sep-16,6SEP160200,166,TPE,OKA,767,197,,,,TPE-OKA,,,,0,,,,,,,,,,,,,,,,,,37000,,,,,,,,,
TRB16164,Pilot ASAP,6-Sep-16,6SEP161700,686,ATL,SDQ,737,3748,,,,MDSD,1,,,0,,,,,,,,,,,,,,,,,,8000,Approach,1,,,,,,,
TRB16165,Pilot ASAP,4-Sep-16,4SEP162200,88,LAS,SLC,320,3267,,,,20mi S of SLC | 36.0760933509666/-115.234145144571,,1.070315123,0.832033336162567(0.114432356069614),0,,,,,,,,,,,,,,,,,,9000,Approach,,,,,,,,
TRB16166,Pilot ASAP,2-Sep-16,2SEP160125,108,ATL,MAD,330,3316,,,,N043W050,,,,0,,,,,,,,,,,,,,,,,,36000,Cruise,,,,,,,,
TRB16167,Pilot ASAP,1-Sep-16,1SEP161948,2155,HSV,ATL,319,3127,,,,20nm from ATL,2,,,0,,,,,,,,,,,,,,,,,,9000,Descent,2,,Y,,Y,,,Fas did not mention any potential injuries until inside crew van
TRB16168,Pilot ASAP,2-Sep-16,2SEP161940,2472,ATL,CHS,M88,949,,,,3mi final CHS,3,,,0,,,,,,,,,,,,,,,,,,1000,Approach,3,Y,Y,,,,,
TRB16169,Pilot ASAP,2-Sep-16,2SEP161430,1825,BWI,ATL,737,3602,,,,,2,,,0,,,,,,,,,,,,,,,,,,5000,Approach,2,,,,,,,
TRB16170,Pilot ASAP,1-Sep-16,1SEP162330,215,JFK,TPA,717,9586,,,,TPA | 40.3297460050684/-74.025296141054,,1.155240059,0.697639942169189(0.119330689560944),0,,,,,,,,,,,,,,,,,,800,Approach,,,,,,,,
TRB16171,Pilot ASAP,1-Sep-16,1SEP162300,115,ATL,TWF,737,3806,,,,1 mi final for 16R at SLC | 41.0649219533422/-112.427889662632,,1.212911129,0.452838182449341(0.193799091842206),0,,,,,,,,,,,,,,,,,,,Approach,,,,,,,,
TRB16172,Pilot ASAP,22-Sep-16,22SEP162230,276,DTW,MCO,737,3858,,,,PIGLT | 28.8639747954157/-81.902768929728,,1.68223381,0.638277530670166(0.246443617783376),FA,,,,,,,,,,,,,,,,,,12000,Descent,,,,,,,,
TRB16173,Pilot ASAP,16-Sep-16,16SEP160155,2306,ATL,DAY,M90,9239,,,,VXV | 36.2321812361492/-84.3754599362742,3,1.32,0.5522(0.129816873059165),0,,,,,,,,,,,,,,,,,,30000,Cruise,,,,,,,,
TRB16174,Pilot ASAP,1-Sep-16,1SEP162330,1681,SLC,RDU,320,3227,,,,5nm NW of SLC,,,0.593751490116119(0.175299964632771),0,,,,,,,,,,,,,,,,,,10000,Climb,,,,,,,,
TRB16175,,7-Oct-16,,0201,JNB,ATL,777,7110,,,,28.37264/-58.8082 | 28.3736763943736/-58.8100505218093,2,1.29 | 1.29296875,.691 (.175) | 0.6171875(0.175562509781442),FA,Y,,,,,,,,,,,,,,,,,38000,Cruise,,,,,,,,"FOQA did not capture any turbulence during this flight. FOQA flight record 6124685. | Original date in spreadsheet may have been incorrect (7-Oct), no turbulence detected on this date.  Flight departing on 9-Oct did record turbulence."
TRB16176,,11-Oct-16,,2287,LAS,SLC,320,3219,,,,,0,,,0,,,,,,,,,,,,,,,,,,,Cruise,0,,,,,,,FOQA did not capture any turbulence during this flight. FOQA flight record  6145827.
TRB16177,,11-Oct-16,,0797,BDL,MSP,M88,9016,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,FOQA did not detect turbulence during this flight.  FOQA FR # 6171424
TRB16178,STARS,14-Oct-16,,0050,SLC,LHR,767,178,,,,,,,,FA,N,N,,,,,,,,,,,,,,,,,Cruise,,,,,,,,Non-FOQA aircraft.
TRB16179,"STARS,FSR",14-Oct-16,,0011,LHR,MSP,764,1821,,,,44.9175/-93.3054,1,1.16026,0.825402(0.115),FA,,,,,,,,,,,,,,,,,,2033.231,Approach,1,,,,,,,FOQA flight record  6148080.
TRB16180,STARS,15-Oct-16,,630,NGO,DTW,330,3361,,,,,1,,,FA,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,FOQA did not capture any turbulence during this flight. FOQA flight record  6147241.
TRB16181,"STARS,FSR",15-Oct-16,,147,ATL,SCL,767,1704,,,,abeam SPJC,2,,,FA,N,,,,,,,,,,,,,,,,,37000,Cruise,2,,Y,,,,,Non-FOQA aircraft.
TRB16182,"STARS,FSR",16-Oct-16,,170,CDG,MSP,330,3323,,,,75 E OF MAXAR,1,,,FA,Y,N,,,,,,,,,,,,,,,,360,Cruise,,,,,,,,FOQA did not capture any turbulence during this flight. FOQA flight record  6146304.
TRB16183,"STARS,FSR",17-Oct-16,,1404,LAX,SLC,319,3119,,,,39.7990/-112.2695 | 39.8163658248431/-112.254837648119,3,1.836 | 1.3906284570694,0.1133 (.277) | 0.113281533122063(0.276986436837879),FA,N,,,,,,,,,,,,,,,,,19500,Descent,,,,,,,,FOQA FR # 6178859
TRB16184,STARS,17-Oct-16,,1465,LAX,MSP,757,5649,,,,44.8366/-93.8924 | ACH | 44.8366414574874/-93.8924374214194,1,1.30334 | 1.30334377288818,0.41986 (0.0112581) | 0.419860124588013(0.199889306708261),FA,N,,,,,,,,,,,,,,,,,11026.269 | 370,Descent,1,,,,,,,FOQA flight record 6176023.
TRB16185,STARS,21-Oct-16,,8937,MIA,PHL,757,661,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,"No FOQA downloads since 28 June, 2016"
TRB16186,STARS,21-Oct-16,,29,LHR,ATL,764,1820,,,,33.6494/-84.3428,,1.52,.632 (.22),FA,,,,,,,,,,,,,,,,,,2000,Approach,,,,,,,,FOQA FR # 6182217
TRB16187,"STARS,FSR",21-Oct-16,,211,PRG,JFK,330,3325,,,,47.1155/-43.4574,2,1.34,.63 (.173),FA,N,N,,,,,,,,,,,,,,,,37000,Cruise,,,,,,,,FOQA FR # 6156709
TRB16188,FACTS,21-Oct-16,,277,HNL,KIX,767,196,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,Non-FOQA aircraft.
TRB16189,FACTS,21-Oct-16,,1894,SFO,CVG,737,3732,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,FOQA downloads begin on this 737 on 24 Oct - No FOQA data for date of event.
TRB16191,"FACTS,FSR",23-Oct-16,,196,GRU,MCO,767,174,,,,S13W049,2,,,FA,,,,,,,,,,,,,,,,,,32000,Cruise,2,,Y,,,,,Non-FOQA aircraft.
TRB16192,STARS,27-Oct-16,,412,JFK,NCE,764,1818,,,,50.2036/-28.3964,2,1.201,0.844 (.091),FA,N,,,,,,,,,,,,,,,,,38000,Cruise,,,,,,,,FOQA FR # 6179602
TRB16193,FSR,30-Oct-16,,1674,SLC,PDX,737,3759,,,,16 mi W of SLC | 40.8N/112.1W,3,,,0,,,,,,,,,,,,,,,,,,10000 | 10000FT | 33112.5326030775,Climb | Enroute,3,Y,Y,,Y,,Y,No FOQA data for this flight.
TRB16194,FSR,31-Oct-16,,1795,LAS,JFK,737,3820,,,,40.2187/-105.6317 | 40.21N/105.65W | 40.2346026280221/-105.586145929367,3,1.591 | 1.60210561752319,.302 (.282) | 0.619962692260742(0.283276786965113),0,,,,,,,,,,,,,,,,,,33000 | 9126.5831381052,Descent | Initial Climb,3,,N,,,,,FOQA FR # 6185272
TRB16195,STARS,30-Oct-16,,1167,LAX,SJC,717,9507,,,,37.078/-121.827 | 37.0784171778229/-121.827352823662,,1.6174 | 1.07287168502808,.5512 (.203) | 0.894407749176025(0.203367768597996),FA,,,,,,,,,,,,,,,,,,9000 | 2458.59268317628,Descent | Initial Climb,,,,,,,,FOQA FR # 6186708
TRB16196,FSR,31-Oct-16,,1331,DTW,LAX,737,3831,,,,42.1784/-83.4010 | 42.1778933453348/-83.4018255142889,,1.15 | 1.15338754653931,.080 (.113) | 0.80082368850708(0.113010279980419),0,,,,,,,,,,,,,,,,,,2500 | 15782.9304882916,Climb | Descent,,,,,,,,FOQA FR # 6185366
TRB16197,STARS,2-Nov-16,,831,DCA,SLC,757,680,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16198,"FACTS,FSR",6-Nov-16,,1528,ATL,MSP,737,3864,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,Climb,,,,,,,,
TRB16199,FACTS,13-Oct-16,,167,NRT,TPE,767,187,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,Non-FOQA aircraft
TRB16200,"FACTS,FSR",14-Oct-16,,321,SFO,ATL,737,3843,,,,33.6493/-84.5566 | 33.649420023982/-84.5534052101241,3,1.15 | 1.11904668807983,.712 (.135) | 0.711537837982178(0.135500148659545),FA,,,,,,,,,,,,,,,,,,2800 | 2879.24913277909,Approach,,,,,,,,FOQA FR # 6143419
TRB16201,FACTS,14-Oct-16,,1281,DTW,LAS,757,5813,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16202,"STARS,FSR",14-Oct-16,,1751,MSP,LAS,737,3706,,,,41.2507/-103.8358 | 15 ENE GLL | 41.2483134279511/-103.842457314317,2,1.222 | 1.22206878662109,.501 (.192) | 0.500915050506592(0.192385268595936),FA,,,,,,,,,,,,,,,,,,38000 | 38087.2174653552,Cruise,,,,,,,,FOQA FR # 6155381
TRB16203,"FACTS,FSR",14-Oct-16,,2540,DTW,MSY,320,3213,,,,37.6168183901307/-85.8565620405186,3,1.378909707,0.703126788139343(0.187274664705544),FA,,,,,,,,,,,,,,,,,,36350.92936,Cruise,,,,,,,,
TRB16205,FACTS,16-Oct-16,,284,NRT,LAX,777,7102,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16206,FACTS,17-Oct-16,,2420,DCA,SLC,737,3773,,,,,1,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16207,FACTS,17-Oct-16,,2628,SAN,DTW,757,5651,,,,38.85119291155/-105.865282524832,2,1.310210228,0.541167497634888(0.188243948133937),FA,,,,,,,,,,,,,,,,,,37061.25093,Cruise,,,,,,,,
TRB16208,FACTS,19-Oct-16,,1550,LAS,MSP,757,698,,,,,1,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16209,"FACTS,FSR",20-Oct-16,,482,JFK,PUJ,737,3742,,,,24.7257267586916/-69.0265774491477,3,1.359431267,0.320054292678833(0.33947262877226),FA,,,,,,,,,,,,,,,,,,37158.7945,Cruise,,,,,,,,
TRB16210,STARS,29-Oct-16,,108,ATL,MAD,764,1605,,0.16,0.38,39.5N/53.0W,2,,,FA,Y,,,,,,,,,,,,,,,,,34000,,,,,,,,,
TRB16211,STARS,2-Nov-16,,741,LAX,PVR,737,3723,,,,,1,,,FA,Y,,,,,,,,,,,,,,,,,28900,Cruise,,,,,,,,
TRB16212,"STARS,FSR",5-Nov-16,,170,CDG,MSP,330,3313,,,,,1,,,FA,Y,,,,,,,,,,,,,,,,,,Descent,,,,,,,,
TRB16213,STARS,7-Nov-16,11/6/2016,60,GIG,ATL,767,178,,0.14,0.28,,2,,,FA,Y,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16214,FACTS,9-Nov-16,,1306,DTW,FLL,737,3816,,,,35.6714525979601/-83.7878114695731,3,1.476189613,0.429944515228271(0.22720839997135),FA,,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16215,FACTS,9-Nov-16,,1339,DTW,MSP,757,6713,,,,,1,,,FA,,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB16216,P-FSR,9-Nov-16,,1546,PHX,MEM,757,6707,,,,,,,,0,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,"The pilots only mentioned receiving reports of Moderate and Severe turbulence, but do not say they experienced any."
TRB16217,STARS,10-Nov-16,,75,AMS,ATL,330,3302,,,,,1,,0.80859375(0.111000609244788),FA,Y,,,,,,,,,,,,,,,,,35915.37934,Cruise,,,,,,,,
TRB16218,"STARS,FACTS,P-FSR,F-FSR",10-Nov-16,,1289,ATL,SNA,757,6711,,,,55.1582660789378/-2.53625816072282,2,1.27734375,0.80859375(0.111000609244788),FA,Y,,,,,,,,,,,,,,,,,"24,000",Cruise,2,,N,,,,,
TRB16219,"STARS,F-FSR",11-Nov-16,,2040,SFO,JFK,757,6811,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16220,"STARS,FACTS,P-FSR,F-FSR",14-Nov-16,,158,ICN,DTW,747,6307,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,33000,Cruise,2 | 1/1/1900,Y,Y,,Y,,N,"Seated FAs and passengers during light to moderate turbulence for approx 20 min, after waiting another 10 min with only occ lgt turb I allowed FAs to continue service using their discretion. Approximately 5 min later we encountered unexpected moderate turbulence.  "
TRB16221,"STARS,F-FSR",12-Nov-16,,201,JNB,ATL,777,7101,,,,-13.7503832583116/14.9588012736502,3,1.27734375,0.8671875(0.11313419483487),FA,N,,,,,,,,,,,,,,,,,32090.7432,Cruise,,,,,,,,
TRB16222,"STARS,FACTS,F-FSR",13-Nov-16,,1790,ATL,SAT,757,5808,,,,,2,,0.845580101013184(0.127090202429306),FA,N,,,,,,,,,,,,,,,,,26658.04853,Cruise,,,N,,,,,
TRB16223,"STARS,FACTS",13-Nov-16,,1951,LGA,ATL,737,3803,,,,30.6968415813919/-95.1488615974562,3,1.301054955,0.845580101013184(0.127090202429306),FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB16224,"STARS,F-FSR",14-Nov-16,,452,JFK,STI,737,3732,,,,,2,,1.05036544799805(0.207513835972606),FA,N,,,,,,,,,,,,,,,,,10405.59708,Cruise,,,,,,,,
TRB16225,STARS,15-Nov-16,,904,LGA,ATL,737,3803,,,,19.8501533581048/-70.8914048872603,2,1.183149338,1.05036544799805(0.207513835972606),FA,Y,,,,,,,,,,,,,,,,,19100-21000,Cruise,,,,,,,,
TRB16226,"FACTS,P-FSR",17-Nov-16,,501,LAX,ATL,737,3831,,,,,2,,0.748167991638184(0.149958775268241),FA,,,,,,,,,,,,,,,,,,31000,Cruise,2,,Y,,Y,,,
